time,gFx,gFy,gFz,TgF
10.313,-0.4233,-0.7498,0.1789,0.879
10.314,-0.4368,-0.7573,0.17,0.8909999999999999
10.314,-0.4499,-0.7623,0.1622,0.9
10.314,-0.4644,-0.7693,0.1529,0.912
10.314,-0.4789,-0.7779,0.1431,0.925
10.315,-0.4924,-0.7854,0.1318,0.9359999999999999
10.315,-0.5039,-0.7928,0.1206,0.9470000000000001
10.315,-0.5121,-0.7973,0.1098,0.9540000000000001
10.315,-0.5168,-0.7998,0.0996,0.9570000000000001
10.316,-0.5206,-0.8003,0.0864,0.9590000000000001
10.316,-0.5206,-0.7963,0.0775,0.955
10.316,-0.5206,-0.7904,0.0692,0.9490000000000001
10.316,-0.5176,-0.783,0.0604,0.941
10.317,-0.5142,-0.7752,0.0546,0.932
10.317,-0.5133,-0.7677,0.0482,0.925
10.317,-0.5114,-0.7589,0.0433,0.9159999999999999
10.317,-0.5124,-0.7515,0.038,0.91
10.317,-0.5134,-0.7432,0.0316,0.904
10.318,-0.5178,-0.7374,0.0262,0.9009999999999999
10.318,-0.5212,-0.7291,0.0184,0.8959999999999999
10.318,-0.5193,-0.7222,0.0126,0.89
10.318,-0.5174,-0.7124,0.0096,0.8809999999999999
10.319,-0.5142,-0.7006,0.0052,0.8690000000000001
10.319,-0.5098,-0.6893,0.0033,0.857
10.319,-0.5032,-0.673,0.0048,0.84
10.319,-0.4966,-0.6568,0.0067,0.823
10.32,-0.4885,-0.6415,0.0092,0.8059999999999999
10.32,-0.4828,-0.6277,0.0131,0.792
10.32,-0.4801,-0.613,0.0165,0.779
10.32,-0.4758,-0.6017,0.02,0.767
10.321,-0.4755,-0.589,0.0224,0.757
10.321,-0.4757,-0.5757,0.0234,0.747
10.321,-0.4798,-0.5641,0.0273,0.741
10.321,-0.4843,-0.5548,0.0303,0.737
10.321,-0.4903,-0.549,0.0332,0.737
10.322,-0.4986,-0.5442,0.0352,0.7390000000000001
10.322,-0.509,-0.5384,0.0341,0.742
10.322,-0.5217,-0.5381,0.0356,0.75
10.322,-0.5354,-0.5382,0.0356,0.76
10.323,-0.5505,-0.5374,0.0351,0.77
10.323,-0.5667,-0.5361,0.0322,0.7809999999999999
10.323,-0.5808,-0.5383,0.0317,0.7929999999999999
10.323,-0.5979,-0.5389,0.0302,0.8059999999999999
10.323,-0.615,-0.5401,0.0297,0.8190000000000001
10.324,-0.6311,-0.5413,0.0292,0.8320000000000001
10.324,-0.6467,-0.5435,0.0292,0.845
10.324,-0.6643,-0.5447,0.0253,0.8590000000000001
10.324,-0.6779,-0.5487,0.0214,0.872
10.325,-0.691,-0.5528,0.0179,0.885
10.325,-0.7061,-0.5583,0.013,0.9
10.325,-0.7207,-0.5649,0.0086,0.9159999999999999
10.325,-0.7342,-0.5734,0.0067,0.932
10.325,-0.7468,-0.5828,0.0042,0.9470000000000001
10.326,-0.7588,-0.5947,0.0007,0.9640000000000001
10.326,-0.7709,-0.6075,-0.0022,0.982
10.326,-0.7789,-0.6209,-0.0061,0.996
10.326,-0.7876,-0.6381,-0.0106,1.014
10.326,-0.7918,-0.6528,-0.0154,1.026
10.327,-0.795,-0.6686,-0.0179,1.0390000000000001
10.327,-0.8012,-0.6838,-0.0198,1.053
10.327,-0.8073,-0.699,-0.0223,1.068
10.327,-0.8139,-0.7148,-0.0238,1.084
10.327,-0.8226,-0.731,-0.0219,1.101
10.328,-0.8283,-0.7468,-0.0233,1.115
10.328,-0.8334,-0.764,-0.0238,1.131
10.329,-0.8386,-0.7788,-0.0233,1.145
10.329,-0.8424,-0.7896,-0.0214,1.155
10.329,-0.8462,-0.8004,-0.0219,1.165
10.329,-0.8515,-0.8132,-0.0214,1.178
10.329,-0.8543,-0.8255,-0.018,1.188
10.33,-0.8581,-0.8329,-0.0131,1.196
10.33,-0.862,-0.8408,-0.0146,1.204
10.33,-0.8672,-0.8501,-0.0156,1.215
10.33,-0.8736,-0.8542,-0.0078,1.222
10.33,-0.8803,-0.8518,0.025,1.225
10.342,-0.8786,-0.8606,0.0093,1.23
10.343,-0.8811,-0.8694,-0.02,1.238
10.343,-0.8827,-0.8826,-0.0401,1.249
10.343,-0.8849,-0.8914,-0.0518,1.2570000000000001
10.344,-0.8867,-0.8969,-0.0596,1.263
10.344,-0.8926,-0.8979,-0.0626,1.268
10.347,-0.8965,-0.8965,-0.0641,1.2690000000000001
10.349,-0.8995,-0.8911,-0.0607,1.268
10.358,-0.9031,-0.8838,-0.0577,1.265
10.358,-0.9066,-0.8784,-0.0508,1.263
10.358,-0.9107,-0.8741,-0.0425,1.263
10.359,-0.9177,-0.8712,-0.0338,1.266
10.366,-0.9261,-0.8689,-0.0259,1.27
10.367,-0.9345,-0.8681,-0.0176,1.276
10.367,-0.9444,-0.8658,-0.0093,1.281
10.369,-0.9543,-0.8634,0.0,1.287
10.38,-0.9646,-0.8596,0.0073,1.2919999999999998
10.38,-0.9735,-0.8548,0.0156,1.296
10.38,-0.9839,-0.8506,0.023,1.301
10.38,-0.9909,-0.8413,0.0313,1.3
10.381,-0.999,-0.8302,0.0376,1.2990000000000002
10.384,-1.0079,-0.8234,0.0454,1.3019999999999998
10.386,-1.0188,-0.8182,0.0518,1.308
10.388,-1.0303,-0.811,0.0621,1.3130000000000002
10.39,-1.0416,-0.8082,0.0704,1.32
10.393,-1.053,-0.8064,0.0792,1.329
10.396,-1.0649,-0.8012,0.089,1.3359999999999999
10.398,-1.0752,-0.7988,0.0963,1.3430000000000002
10.401,-1.0841,-0.796,0.1022,1.349
10.403,-1.094,-0.7932,0.1066,1.355
10.405,-1.1048,-0.7894,0.1115,1.3619999999999999
10.408,-1.1176,-0.7871,0.1159,1.3719999999999999
10.41,-1.1304,-0.7858,0.1173,1.382
10.413,-1.1465,-0.786,0.1192,1.395
10.415,-1.1612,-0.7852,0.1197,1.4069999999999998
10.417,-1.1725,-0.7824,0.1217,1.415
10.421,-1.1852,-0.7821,0.1197,1.425
10.426,-1.1959,-0.7802,0.1182,1.433
10.426,-1.2062,-0.7783,0.1168,1.44
10.427,-1.2156,-0.7716,0.1143,1.444
10.43,-1.2229,-0.7682,0.1114,1.4480000000000002
10.432,-1.2307,-0.7639,0.109,1.453
10.435,-1.2381,-0.7571,0.1046,1.455
10.437,-1.242,-0.7518,0.1002,1.455
10.44,-1.2455,-0.7454,0.0962,1.455
10.442,-1.2485,-0.7391,0.0913,1.454
10.444,-1.2481,-0.7332,0.0859,1.45
10.447,-1.2505,-0.7274,0.081,1.449
10.449,-1.2515,-0.7224,0.0737,1.4469999999999998
10.452,-1.252,-0.7195,0.0683,1.446
10.454,-1.2529,-0.7156,0.061,1.444
10.457,-1.2529,-0.7102,0.0546,1.4409999999999998
10.459,-1.2543,-0.7083,0.0488,1.4409999999999998
10.462,-1.2534,-0.7043,0.0449,1.4380000000000002
10.464,-1.2539,-0.6999,0.041,1.4369999999999998
10.467,-1.2504,-0.6984,0.0375,1.433
10.469,-1.2499,-0.693,0.0346,1.43
10.472,-1.2481,-0.69,0.0351,1.4269999999999998
10.474,-1.2462,-0.6842,0.0356,1.422
10.476,-1.2418,-0.6787,0.0331,1.416
10.48,-1.2408,-0.6733,0.0341,1.412
10.481,-1.2399,-0.6689,0.0351,1.409
10.484,-1.2401,-0.6621,0.039,1.406
10.486,-1.2391,-0.6576,0.0439,1.4040000000000001
10.489,-1.2398,-0.6517,0.0527,1.402
10.491,-1.2429,-0.6459,0.0601,1.402
10.494,-1.243,-0.64,0.0693,1.4
10.496,-1.2453,-0.6307,0.082,1.3980000000000001
10.498,-1.2484,-0.623,0.0933,1.3980000000000001
10.502,-1.2589,-0.6173,0.1055,1.406
10.504,-1.2751,-0.6155,0.1163,1.421
10.506,-1.2889,-0.6132,0.1251,1.433
10.508,-1.3007,-0.608,0.132,1.442
10.511,-1.3078,-0.6002,0.1373,1.445
10.513,-1.3133,-0.5895,0.1456,1.4469999999999998
10.516,-1.3145,-0.5754,0.1515,1.443
10.518,-1.3167,-0.5588,0.1583,1.439
10.52,-1.3228,-0.5451,0.1593,1.44
10.524,-1.3288,-0.529,0.1583,1.439
10.526,-1.3357,-0.5173,0.1535,1.4409999999999998
10.528,-1.3398,-0.5031,0.1496,1.439
10.53,-1.3413,-0.4928,0.1452,1.436
10.533,-1.3458,-0.4806,0.1422,1.436
10.535,-1.3474,-0.4675,0.1417,1.433
10.538,-1.3486,-0.4513,0.1388,1.429
10.54,-1.3521,-0.4371,0.1354,1.4269999999999998
10.544,-1.3523,-0.4234,0.1295,1.423
10.546,-1.3548,-0.4122,0.1242,1.421
10.55,-1.3554,-0.4009,0.1222,1.419
10.809,-1.3564,-0.393,0.1203,1.4169999999999998
10.81,-1.3565,-0.3857,0.1184,1.415
10.81,-1.3565,-0.3788,0.1135,1.413
10.81,-1.356,-0.3715,0.1076,1.41
10.811,-1.3561,-0.3656,0.1042,1.4080000000000001
10.811,-1.3561,-0.3617,0.1007,1.4069999999999998
10.811,-1.3532,-0.3548,0.0998,1.403
10.812,-1.3498,-0.3503,0.0964,1.3980000000000001
10.812,-1.3499,-0.343,0.0959,1.396
10.812,-1.3471,-0.3376,0.0959,1.392
10.813,-1.3471,-0.3356,0.0983,1.392
10.813,-1.3461,-0.3346,0.1003,1.391
10.813,-1.3471,-0.3366,0.1027,1.392
10.814,-1.3447,-0.3317,0.1013,1.389
10.814,-1.3413,-0.3287,0.0988,1.385
10.814,-1.3383,-0.3277,0.0964,1.381
10.814,-1.3369,-0.3282,0.0944,1.38
10.814,-1.3334,-0.3276,0.091,1.376
10.815,-1.33,-0.328,0.09,1.3730000000000002
10.815,-1.3285,-0.3275,0.0851,1.371
10.815,-1.3235,-0.329,0.0778,1.3659999999999999
10.815,-1.3195,-0.3313,0.0709,1.3619999999999999
10.815,-1.316,-0.3332,0.066,1.359
10.816,-1.3115,-0.3332,0.0587,1.354
10.816,-1.3071,-0.336,0.0518,1.351
10.816,-1.3006,-0.3374,0.045,1.344
10.816,-1.2951,-0.3403,0.0372,1.34
10.816,-1.2868,-0.3402,0.0308,1.331
10.817,-1.2803,-0.3421,0.024,1.325
10.817,-1.2739,-0.3445,0.0196,1.32
10.817,-1.2665,-0.3458,0.0201,1.3130000000000002
10.817,-1.2602,-0.3453,0.0176,1.307
10.818,-1.2524,-0.3452,0.0172,1.2990000000000002
10.818,-1.244,-0.3475,0.0177,1.2919999999999998
10.818,-1.2381,-0.3489,0.0172,1.286
10.818,-1.2327,-0.3528,0.0177,1.2819999999999998
10.818,-1.2302,-0.3567,0.0182,1.281
10.819,-1.2277,-0.3635,0.0177,1.28
10.819,-1.2296,-0.3708,0.0191,1.284
10.819,-1.2347,-0.3841,0.0181,1.2930000000000001
10.819,-1.2395,-0.3989,0.0196,1.3019999999999998
10.819,-1.2452,-0.4156,0.0211,1.3130000000000002
10.82,-1.2548,-0.4344,0.024,1.328
10.82,-1.2664,-0.4546,0.0279,1.3459999999999999
10.82,-1.2794,-0.4748,0.0332,1.365
10.82,-1.2924,-0.4975,0.0391,1.385
10.82,-1.3034,-0.5177,0.0454,1.403
10.821,-1.314,-0.5364,0.0532,1.42
10.821,-1.3237,-0.5543,0.061,1.436
10.821,-1.3294,-0.5695,0.0689,1.4480000000000002
10.821,-1.3352,-0.5814,0.0767,1.4580000000000002
10.822,-1.3439,-0.5927,0.0835,1.4709999999999999
10.822,-1.3516,-0.6075,0.0844,1.484
10.822,-1.3535,-0.6144,0.0899,1.489
10.822,-1.353,-0.6149,0.0913,1.489
10.822,-1.3531,-0.6144,0.0923,1.489
10.823,-1.3516,-0.6149,0.0899,1.4880000000000002
10.823,-1.3526,-0.6129,0.0894,1.4880000000000002
10.823,-1.3565,-0.6135,0.0884,1.4909999999999999
10.823,-1.3599,-0.6164,0.0859,1.496
10.823,-1.3637,-0.6238,0.0844,1.5019999999999998
10.824,-1.3695,-0.6342,0.082,1.511
10.824,-1.3761,-0.645,0.0805,1.5219999999999998
10.824,-1.3799,-0.6554,0.08,1.53
10.824,-1.3827,-0.6677,0.08,1.538
10.825,-1.3816,-0.6794,0.0805,1.5419999999999998
10.825,-1.383,-0.6887,0.0848,1.547
10.825,-1.384,-0.6936,0.0903,1.551
10.825,-1.3825,-0.6986,0.0977,1.5519999999999998
10.825,-1.3806,-0.6995,0.1065,1.551
10.826,-1.3792,-0.7005,0.1138,1.551
10.826,-1.3769,-0.697,0.1245,1.548
10.826,-1.3732,-0.6926,0.1328,1.544
10.826,-1.3664,-0.6886,0.1392,1.536
10.827,-1.3646,-0.6852,0.1441,1.534
10.827,-1.3582,-0.6798,0.1466,1.526
10.827,-1.3505,-0.6762,0.1505,1.518
10.827,-1.3452,-0.6718,0.1529,1.511
10.827,-1.3375,-0.6663,0.1558,1.5019999999999998
10.828,-1.3268,-0.6603,0.1583,1.49
10.828,-1.3176,-0.6582,0.1617,1.482
10.828,-1.3069,-0.6556,0.1662,1.472
10.828,-1.2977,-0.6541,0.1696,1.463
10.829,-1.289,-0.651,0.1745,1.455
10.829,-1.2792,-0.6484,0.1774,1.445
10.829,-1.2691,-0.6493,0.1847,1.4369999999999998
10.829,-1.2588,-0.6487,0.1896,1.429
10.829,-1.2505,-0.6506,0.1941,1.423
10.83,-1.2412,-0.652,0.1984,1.416
10.83,-1.2324,-0.6538,0.2044,1.41
10.83,-1.2266,-0.6587,0.2083,1.4080000000000001
10.83,-1.2216,-0.6675,0.2122,1.4080000000000001
10.83,-1.2162,-0.6733,0.2161,1.4069999999999998
10.831,-1.2127,-0.6826,0.221,1.409
10.831,-1.2087,-0.6928,0.2254,1.411
10.831,-1.2058,-0.7045,0.2332,1.416
10.831,-1.2051,-0.7183,0.239,1.423
10.832,-1.2055,-0.733,0.2449,1.432
10.832,-1.2054,-0.7476,0.2508,1.44
10.832,-1.2053,-0.7643,0.2581,1.45
10.833,-1.2047,-0.7796,0.263,1.459
10.833,-1.2011,-0.7962,0.2718,1.466
10.833,-1.2005,-0.8114,0.2771,1.475
10.833,-1.199,-0.825,0.284,1.483
10.833,-1.1984,-0.8393,0.2908,1.492
10.834,-1.1964,-0.8535,0.3006,1.5
10.834,-1.1909,-0.8656,0.3069,1.504
10.834,-1.1879,-0.8794,0.3128,1.511
10.834,-1.1843,-0.8921,0.3172,1.516
10.834,-1.1769,-0.9018,0.3226,1.517
10.835,-1.1724,-0.912,0.3241,1.52
10.835,-1.166,-0.9193,0.3265,1.52
10.835,-1.1586,-0.9295,0.3265,1.521
10.835,-1.1512,-0.9388,0.329,1.521
10.835,-1.1428,-0.946,0.3338,1.521
10.836,-1.1325,-0.9518,0.3358,1.517
10.836,-1.1231,-0.9565,0.3373,1.5130000000000001
10.843,-1.1109,-0.9579,0.3388,1.505
10.843,-1.1011,-0.9597,0.3422,1.5
10.843,-1.0909,-0.9611,0.3422,1.494
10.845,-1.0781,-0.9643,0.3442,1.4869999999999999
10.847,-1.0679,-0.9657,0.3476,1.4809999999999999
10.852,-1.06,-0.9681,0.349,1.4769999999999999
10.853,-1.0517,-0.9675,0.351,1.472
10.854,-1.0439,-0.9679,0.3505,1.466
10.867,-1.0376,-0.9673,0.3481,1.4609999999999999
10.868,-1.0317,-0.9663,0.3471,1.456
10.868,-1.0249,-0.9642,0.3432,1.4480000000000002
10.868,-1.0176,-0.9612,0.3403,1.4409999999999998
10.868,-1.0116,-0.9591,0.3324,1.433
10.869,-1.0071,-0.9571,0.3266,1.4269999999999998
10.871,-1.0017,-0.9561,0.3222,1.422
10.874,-0.9983,-0.9546,0.3158,1.4169999999999998
10.876,-0.9953,-0.9521,0.3104,1.412
10.879,-0.9928,-0.9491,0.3075,1.4080000000000001
10.881,-0.9889,-0.9452,0.3036,1.401
10.884,-0.9856,-0.9397,0.3011,1.395
10.886,-0.9831,-0.9348,0.2967,1.389
10.89,-0.9812,-0.9279,0.2928,1.382
10.891,-0.9798,-0.922,0.2884,1.376
10.894,-0.9803,-0.919,0.2835,1.3730000000000002
10.896,-0.9774,-0.9131,0.2796,1.3659999999999999
10.898,-0.975,-0.9068,0.2738,1.359
10.901,-0.9706,-0.8979,0.2704,1.35
10.904,-0.9687,-0.892,0.267,1.344
10.907,-0.9281,-0.8777,0.2431,1.3
10.909,-0.5134,-0.8151,0.2218,0.9890000000000001
10.911,-1.0207,-0.9121,0.2494,1.391
10.913,-1.0896,-0.984,0.3378,1.507
10.916,-1.0391,-0.9648,0.3021,1.45
10.918,-0.995,-0.8829,0.2503,1.354
10.92,-0.9384,-0.8195,0.2323,1.2670000000000001
10.923,-0.9099,-0.7795,0.2221,1.219
10.926,-0.9081,-0.7677,0.2157,1.208
10.928,-0.9211,-0.7811,0.2138,1.226
10.934,-0.9341,-0.7949,0.2089,1.244
10.935,-0.9408,-0.8043,0.2089,1.255
10.935,-0.9427,-0.8078,0.2103,1.2590000000000001
10.938,-0.9418,-0.8043,0.2128,1.2570000000000001
10.94,-0.9399,-0.7945,0.2084,1.248
10.945,-0.9361,-0.7847,0.2006,1.238
10.945,-0.9308,-0.7738,0.1971,1.226
10.948,-0.925,-0.7654,0.1961,1.217
10.95,-0.9217,-0.757,0.1976,1.209
10.952,-0.9207,-0.7531,0.1986,1.206
10.955,-0.9193,-0.7492,0.1961,1.202
10.957,-0.9184,-0.7457,0.1932,1.199
10.96,-0.9204,-0.7423,0.1932,1.198
10.962,-0.9184,-0.7418,0.1912,1.196
10.966,-0.9204,-0.7394,0.1903,1.196
10.967,-0.9204,-0.7379,0.1888,1.195
10.97,-0.9209,-0.736,0.1903,1.194
10.972,-0.9204,-0.737,0.1898,1.194
10.975,-0.92,-0.7365,0.1927,1.194
10.977,-0.9195,-0.7349,0.1942,1.193
10.979,-0.919,-0.7349,0.1981,1.193
10.982,-0.9176,-0.7349,0.2001,1.193
10.984,-0.9195,-0.7345,0.1986,1.194
10.988,-0.9205,-0.733,0.1995,1.194
10.989,-0.9205,-0.7335,0.1971,1.193
10.992,-0.9205,-0.7311,0.1966,1.192
10.994,-0.921,-0.7296,0.1912,1.19
10.997,-0.9205,-0.7271,0.1883,1.188
10.999,-0.9214,-0.7276,0.1839,1.188
11.001,-0.9233,-0.7282,0.1805,1.19
11.004,-0.9228,-0.7281,0.1771,1.189
11.006,-0.9218,-0.7271,0.1722,1.187
11.009,-0.9223,-0.7247,0.1707,1.185
11.011,-0.9213,-0.7232,0.1678,1.183
11.014,-0.9213,-0.7227,0.1649,1.183
11.016,-0.9213,-0.7218,0.1663,1.182
11.019,-0.9218,-0.7227,0.1644,1.183
11.021,-0.9237,-0.7222,0.1634,1.1840000000000002
11.024,-0.9257,-0.7232,0.1644,1.186
11.026,-0.9262,-0.7222,0.1639,1.186
11.029,-0.9286,-0.7243,0.1644,1.189
11.031,-0.9296,-0.7208,0.1649,1.188
11.033,-0.9301,-0.7194,0.1629,1.187
11.036,-0.9291,-0.7189,0.1624,1.186
11.038,-0.9292,-0.7169,0.1639,1.185
